time, aquisitionDuration, accX, accY, accZ, gyroX, gyroY, gyroZ
0.661,0.001144,-11.135213,19.220929,15.094294,332.640000,166.950000,-8.120000
0.663,0.001144,-8.746361,18.962416,-2.350554,363.370000,174.440000,-8.470000
0.665,0.001146,17.746447,-1.962785,35.363637,909.370000,90.230000,209.020000
0.667,0.001144,44.832877,-4.748982,3.513864,1011.290000,-24.010000,839.300000
0.669,0.001145,59.941533,-18.737414,-2.613855,810.670000,-451.990000,1288.280000
0.671,0.001142,64.905942,-31.409344,-5.486223,612.990000,-528.150000,1433.460000
0.673,0.001143,67.945865,-35.574278,-7.018152,473.900000,-621.390000,1084.370000
0.675,0.001242,70.416102,-37.853023,-7.549541,246.190000,-617.120000,369.670000
0.677,0.001171,66.380424,-39.040268,-4.993133,153.860000,-521.150000,-112.350000
0.679,0.001243,55.082444,-40.739753,0.521814,20.090000,-634.550000,-371.350000
0.681,0.001162,39.562082,-41.007840,3.015986,-65.940000,-679.210000,-307.230000
0.683,0.001149,26.128974,-40.840286,3.408543,-155.190000,-873.880000,-33.110000
0.685,0.001143,18.550710,-41.577527,4.878238,-370.090000,-973.630000,341.740000
0.687,0.001147,16.860800,-42.166362,8.095290,-559.230000,-1117.690000,722.050000
0.689,0.001149,20.733710,-41.381248,13.466619,-789.740000,-1176.910000,848.190000
0.691,0.001143,25.310349,-38.595051,17.133675,-962.990000,-1173.970000,693.420000
0.693,0.001144,27.210900,-34.382245,22.366172,-1167.530000,-1095.500000,401.870000
0.695,0.001145,24.482150,-28.273676,30.155077,-1294.930000,-982.590000,-95.760000
0.697,0.001145,15.893770,-21.882657,34.229052,-1394.330000,-881.230000,-440.230000
0.699,0.001145,3.734078,-12.571397,35.717896,-1495.480000,-821.940000,-652.470000
0.701,0.001145,-9.196365,-4.591002,38.365262,-1541.120000,-815.360000,-687.260000
0.703,0.001147,-19.278377,1.110649,48.255782,-1550.780000,-830.410000,-547.610000
0.705,0.001147,-26.301316,8.023481,56.786715,-1390.690000,-832.090000,-272.650000
0.707,0.001144,-28.225803,19.292738,39.638678,-1239.140000,-826.840000,-86.310000
0.709,0.001148,-25.726843,24.865132,41.362099,-1243.900000,-790.090000,16.590000
0.711,0.001150,-24.046507,29.681136,43.784463,-1164.170000,-702.240000,37.100000
0.713,0.001178,-23.352352,34.894484,39.600380,-1021.790000,-603.960000,-33.670000
0.715,0.001149,-24.089593,39.715275,38.298240,-935.200000,-503.510000,-147.000000
0.717,0.001147,-25.731630,45.220647,36.177475,-808.710000,-380.800000,-207.340000
0.719,0.001153,-28.225803,48.906852,32.352438,-609.980000,-306.950000,-166.600000
0.721,0.001148,-28.082184,50.003140,30.040182,-471.940000,-245.560000,-82.390000
0.723,0.001149,-25.257689,49.744626,29.264643,-292.460000,-217.560000,18.270000
0.725,0.001149,-21.772549,47.647798,27.368880,-162.260000,-179.690000,132.090000
0.727,0.001147,-17.516658,45.790333,25.722055,6.020000,-119.840000,149.170000
0.729,0.001153,-12.135755,41.433908,23.835867,125.860000,-61.320000,122.850000
0.731,0.001134,-8.947426,36.761523,22.169894,238.420000,18.970000,61.600000
0.733,0.001132,-6.931981,30.475824,21.528398,372.470000,71.120000,17.430000
0.735,0.001130,-7.142622,24.376830,18.828372,450.310000,109.410000,-16.380000
0.737,0.001132,-6.989429,19.149120,15.386318,530.670000,146.650000,5.740000
0.739,0.001146,-5.136751,13.126722,14.361840,565.810000,163.030000,68.530000
0.741,0.001143,-1.938848,7.583052,12.226713,592.620000,159.600000,136.150000
0.743,0.001143,1.656399,2.867581,10.316588,599.410000,153.440000,186.830000
0.745,0.001144,5.524521,-1.847890,8.487847,592.130000,158.550000,189.070000
0.747,0.001144,8.401676,-5.390477,6.458041,557.690000,169.400000,154.280000
0.749,0.001143,9.311260,-7.420284,4.356425,515.900000,188.650000,51.310000
0.751,0.001384,8.430400,-8.583593,3.518651,438.130000,230.230000,-64.470000
0.753,0.001253,6.553786,-8.200611,3.604822,381.990000,264.810000,-134.960000
0.755,0.001155,4.035677,-6.572935,3.719717,328.720000,277.760000,-183.750000
0.757,0.001191,1.575015,-4.696322,3.729291,264.110000,299.600000,-219.520000
0.759,0.001365,-0.153193,-0.928732,5.548458,219.660000,325.850000,-237.160000
0.761,0.001242,-0.292024,4.016528,0.756390,221.270000,346.430000,-252.210000
0.763,0.001259,-2.369704,6.146868,3.963868,202.370000,367.220000,-271.950000
0.765,0.001148,-4.959622,8.066567,6.376657,198.730000,393.610000,-276.360000
0.767,0.001146,-5.256433,12.815549,6.955918,165.900000,409.430000,-276.500000
0.769,0.001146,-7.951672,14.634715,17.617190,131.180000,448.560000,-281.960000
0.771,0.001144,-5.802183,24.740663,13.629386,151.200000,494.200000,-313.740000
0.773,0.001146,-11.163937,24.309808,28.201866,121.520000,547.190000,-396.200000
0.775,0.001144,-15.778875,27.814097,31.892859,364.350000,634.970000,-442.610000
0.777,0.001147,-17.104951,30.169439,25.200242,436.380000,688.030000,-423.990000
0.779,0.001146,-16.602287,31.083809,29.417836,475.510000,734.790000,-341.810000
0.781,0.001144,-16.113984,28.618360,33.056168,635.810000,739.480000,-225.470000
0.783,0.001144,-14.601204,26.909301,33.946602,706.790000,769.790000,-70.910000
0.785,0.001144,-11.384152,19.560826,35.215232,899.640000,763.210000,53.900000
0.787,0.001143,-6.587297,13.835239,29.465708,951.860000,773.570000,163.940000
0.789,0.001147,-0.167555,8.387315,31.557750,945.350000,783.720000,191.380000
0.791,0.001145,4.988346,2.183000,32.113074,1005.410000,790.790000,148.890000
0.793,0.001144,9.277749,-2.192574,26.377913,1032.710000,834.890000,38.640000
0.795,0.001146,11.872454,-7.109111,23.395437,993.790000,853.860000,-64.680000
0.797,0.001144,12.590546,-9.459665,21.882657,962.640000,893.200000,-174.090000
0.799,0.001145,13.050125,-12.269799,19.819339,929.110000,903.490000,-218.890000
0.801,0.001145,13.308638,-14.347478,16.875162,876.400000,896.770000,-228.340000
0.803,0.001145,14.337904,-16.429945,14.313967,818.650000,870.940000,-186.830000
0.805,0.001151,16.300688,-18.186877,12.647994,735.630000,829.010000,-145.390000
0.807,0.001144,18.995927,-20.781582,10.551165,672.070000,798.210000,-89.810000
0.809,0.001148,22.385321,-21.078394,8.645828,589.680000,744.030000,-71.050000
0.811,0.001145,25.200242,-21.983190,6.185166,521.920000,712.180000,-75.600000
0.813,0.001145,27.804522,-22.351810,3.992592,449.470000,662.550000,-101.780000
0.815,0.001145,29.690711,-22.514578,1.345226,342.790000,621.670000,-133.700000
0.817,0.001146,30.571570,-21.968828,0.823412,263.480000,567.490000,-173.110000
0.819,0.001146,30.964127,-21.083181,-0.234577,164.150000,515.270000,-187.180000
0.821,0.001144,30.973702,-20.049129,-1.105862,90.790000,462.700000,-180.320000
0.823,0.001147,30.839658,-18.498050,-1.752144,21.000000,378.280000,-155.260000
0.825,0.001145,30.863594,-17.047504,-2.034594,-66.570000,313.740000,-119.910000
0.827,0.001144,31.083809,-15.276210,-1.910125,-128.800000,223.090000,-76.580000
0.829,0.001147,31.399770,-13.375660,-1.493631,-205.520000,156.170000,-48.860000
0.831,0.001143,31.562537,-11.484685,-0.890434,-257.390000,92.820000,-32.690000
0.833,0.001224,31.366259,-9.210727,0.268088,-319.550000,14.560000,-30.870000
0.835,0.001147,30.308270,-7.018152,1.737783,-359.590000,-38.010000,-44.170000
0.837,0.001173,28.201866,-4.887813,3.063859,-393.750000,-103.670000,-55.580000
0.839,0.001149,25.434819,-2.522897,4.523980,-430.850000,-148.890000,-67.480000
0.841,0.001146,21.949679,-0.292024,5.854843,-450.520000,-202.370000,-74.620000
0.843,0.001144,18.004960,1.747357,7.492093,-470.610000,-238.630000,-72.380000
0.845,0.001144,14.069816,3.600035,9.091045,-481.040000,-268.940000,-59.990000
0.847,0.001162,9.928819,5.620267,10.421909,-486.710000,-302.400000,-44.940000
0.849,0.001147,6.525063,8.550082,11.781496,-489.510000,-320.180000,-23.450000
0.851,0.001145,3.183541,9.134130,13.026189,-487.060000,-332.710000,-9.030000
0.853,0.001148,0.330322,10.819253,13.868750,-478.940000,-335.300000,0.840000
0.855,0.001143,-1.665973,12.561823,14.921952,-469.000000,-332.290000,8.190000
0.857,0.001164,-3.686206,14.246945,15.793237,-448.840000,-320.110000,7.980000
0.859,0.001145,-5.471861,16.090048,16.645373,-418.950000,-305.970000,2.730000
0.861,0.001147,-7.094749,17.674638,15.903344,-387.240000,-278.110000,-5.110000
0.863,0.001145,6.735703,6.127718,38.025365,-141.960000,-270.760000,79.870000
0.865,0.001146,11.025106,13.308638,4.701109,-52.430000,-386.190000,347.340000
0.867,0.001163,22.677345,9.282536,8.813382,-203.630000,-437.570000,557.200000
0.869,0.001147,32.074776,5.141539,13.538428,-186.690000,-595.280000,677.040000
0.871,0.001144,37.393444,4.097912,9.196365,-186.620000,-621.880000,602.280000
0.873,0.001145,40.758902,2.532471,9.919244,-248.430000,-617.540000,338.380000
0.875,0.001145,40.064746,1.986721,15.936855,-254.450000,-615.020000,107.240000
0.877,0.001163,34.789164,1.421822,14.021943,-200.900000,-579.040000,-40.740000
0.879,0.001144,28.838575,0.440430,12.968742,-192.500000,-646.100000,-51.100000
0.881,0.001143,23.764058,-1.479270,14.950675,-209.020000,-736.050000,85.680000
0.883,0.001244,19.354973,-4.294190,14.122476,-233.520000,-860.650000,399.070000
0.885,0.001150,18.483688,-6.185166,14.036305,-264.880000,-956.830000,518.840000
0.887,0.001174,21.097543,-8.559657,15.539511,-356.300000,-1003.520000,602.910000
0.889,0.001149,23.615652,-9.617646,15.486851,-411.320000,-1008.210000,554.400000
0.891,0.001145,23.917251,-9.675093,16.310263,-513.590000,-977.620000,399.140000
0.893,0.001144,22.256065,-8.588380,17.794320,-560.630000,-943.530000,118.230000
0.895,0.001145,17.104951,-5.835694,18.703903,-623.490000,-875.560000,-80.010000
0.897,0.001159,10.278290,-4.121848,22.461918,-677.390000,-847.490000,-219.520000
0.899,0.001147,1.981934,-0.483515,23.572567,-682.640000,-827.120000,-269.990000
0.901,0.001144,-4.461745,2.302682,25.324711,-695.030000,-819.770000,-227.640000
0.903,0.001144,-8.712850,5.960164,25.324711,-692.860000,-817.880000,-111.230000
0.905,0.001145,-10.019777,9.215514,24.893856,-664.790000,-806.820000,-24.990000
0.907,0.001161,-10.780955,11.499047,24.678428,-655.270000,-788.550000,32.900000
0.909,0.001146,-10.986808,13.198531,24.558746,-641.830000,-734.720000,22.190000
0.911,0.001144,-12.422992,15.563447,23.160861,-598.780000,-676.970000,-20.790000
0.913,0.001193,-14.079390,17.090590,23.720972,-565.110000,-587.300000,-108.920000
0.915,0.001145,-16.760267,19.311888,21.877870,-506.170000,-515.200000,-159.880000
0.917,0.001171,-19.891148,20.647539,20.149662,-473.340000,-458.780000,-184.870000
0.919,0.001148,-21.724677,23.007668,18.971991,-429.800000,-399.910000,-140.280000
0.921,0.001147,-22.758729,24.036933,18.799649,-360.360000,-370.510000,-59.010000
0.923,0.001143,-21.882657,23.974698,18.445390,-313.670000,-339.710000,68.600000
0.925,0.001144,-19.201780,25.118858,15.166103,-252.840000,-287.210000,133.840000
0.927,0.001161,-15.644831,24.381617,16.267177,-194.670000,-256.340000,145.110000
0.929,0.001149,-11.293194,24.127891,14.237371,-134.960000,-174.300000,108.220000
0.931,0.001145,-8.521358,23.548630,15.008123,-87.640000,-121.310000,21.140000
0.933,0.001145,-6.185166,23.223095,13.739494,-32.900000,-47.460000,-41.230000
0.935,0.001145,-4.394723,21.705528,14.993761,18.550000,2.590000,-78.120000
0.937,0.001161,-4.231956,20.365089,15.151741,76.580000,31.990000,-85.400000
0.939,0.001146,-3.935144,19.426782,11.680963,144.620000,56.980000,-53.760000
0.941,0.001143,-2.312256,17.076228,11.862880,174.510000,54.950000,10.220000
0.943,0.001144,0.129257,14.400138,11.197448,220.430000,55.930000,64.890000
0.945,0.001145,2.647366,11.341066,9.239450,262.710000,54.530000,100.380000
0.947,0.001157,5.069730,8.411251,8.205398,283.290000,61.740000,105.000000
0.949,0.001147,6.936769,5.783034,7.204856,297.780000,75.880000,80.010000
0.951,0.001143,7.855926,3.676631,5.802183,297.150000,87.990000,25.690000
0.953,0.001142,7.827203,1.867039,5.198986,292.530000,104.720000,-12.740000
0.955,0.001145,6.898470,0.612772,4.322914,281.190000,109.620000,-40.460000
0.957,0.001162,5.873993,-0.378195,3.580885,267.470000,114.940000,-48.650000
0.959,0.001376,4.739407,-1.182458,3.135668,236.040000,115.500000,-39.690000
0.961,0.001242,4.222381,-1.364375,3.269712,222.460000,115.850000,-32.550000
0.963,0.001158,3.815462,-1.072351,3.422905,194.320000,122.640000,-36.050000
0.965,0.001147,3.456416,-0.478728,3.781951,175.770000,133.210000,-57.750000
0.967,0.001238,2.944177,0.789901,3.877697,159.040000,155.400000,-87.850000
0.969,0.001318,2.001083,2.278745,5.342604,138.250000,184.030000,-131.810000
0.971,0.001262,0.574474,3.987804,6.065484,131.670000,208.530000,-165.900000
0.973,0.001158,-0.900009,6.314422,6.036760,129.150000,234.080000,-194.740000
0.975,0.001146,-1.996296,11.546919,-0.957456,141.190000,257.880000,-224.630000
0.977,0.001180,-4.748982,9.268174,5.438350,168.210000,288.610000,-240.660000
0.979,0.001148,-8.856468,9.316047,7.410709,183.120000,313.460000,-235.270000
0.981,0.001145,-13.030976,11.719261,5.811758,178.220000,351.680000,-227.360000
0.983,0.001143,-15.333658,13.859176,10.172970,125.790000,396.410000,-227.360000
0.985,0.001145,-14.993761,16.329412,16.611862,131.950000,442.120000,-245.420000
0.987,0.001162,-15.515574,19.331037,17.358677,180.110000,516.530000,-273.000000
0.989,0.001146,-17.487934,21.973615,24.515661,168.770000,581.490000,-316.890000
0.991,0.001142,-16.683671,24.874707,20.748072,273.070000,658.000000,-338.310000
0.993,0.001146,-19.398059,25.257689,27.258772,382.410000,722.750000,-328.650000
0.995,0.001143,-19.206567,26.195996,26.420998,437.710000,780.920000,-248.010000
0.997,0.001167,-16.104410,22.270427,29.369963,532.210000,796.390000,-154.700000
0.999,0.001147,-14.208647,20.872541,30.739125,576.450000,809.480000,-27.230000
1.001,0.001145,-11.163937,15.606533,32.955636,667.310000,828.800000,50.820000
1.003,0.001145,-6.079846,11.230959,27.823671,769.440000,846.160000,109.550000
1.005,0.001141,-1.005329,6.414955,27.852395,756.000000,864.920000,122.850000
1.007,0.001162,4.078763,2.001083,28.852937,778.120000,889.490000,88.830000
1.009,0.001147,7.741032,-1.239906,25.219391,801.500000,912.940000,1.540000
1.011,0.001144,10.283077,-4.222381,21.537973,772.660000,943.600000,-65.800000
1.013,0.001143,12.260224,-7.267091,21.566696,731.080000,956.270000,-136.920000
1.015,0.001144,13.356511,-9.272961,19.919872,697.340000,958.860000,-160.790000
1.017,0.001157,14.663439,-10.977233,17.128888,649.670000,947.660000,-162.120000
1.019,0.001148,16.559202,-12.111818,14.045880,596.750000,908.180000,-134.820000
1.021,0.001219,19.139545,-13.208106,12.614483,520.520000,883.470000,-105.630000
1.023,0.001145,22.054999,-14.318754,9.909670,467.320000,843.850000,-74.760000
1.025,0.001147,25.276838,-14.787908,9.354345,415.030000,792.190000,-66.150000
1.027,0.001375,29.379537,-15.314509,7.568690,339.780000,749.910000,-74.060000
1.029,0.001199,30.944978,-15.304934,6.008036,280.280000,691.110000,-91.630000
1.031,0.001150,33.089679,-14.797482,4.667598,198.940000,643.930000,-112.070000
1.033,0.001152,34.262563,-14.136838,3.667056,140.700000,592.130000,-129.850000
1.035,0.001145,35.387574,-12.949592,2.743111,66.080000,513.940000,-132.510000
1.037,0.001172,35.890238,-11.652240,2.058530,11.550000,448.280000,-115.780000
1.039,0.001146,36.301944,-10.220843,1.522355,-37.030000,353.010000,-95.270000
1.041,0.001144,36.474286,-8.712850,1.503206,-94.920000,279.440000,-70.210000
1.043,0.001210,36.670565,-6.999003,1.273416,-136.220000,204.820000,-39.200000
1.045,0.001149,36.775885,-5.380903,1.752144,-182.140000,109.480000,-22.890000
1.047,0.001155,36.143964,-3.695780,2.312256,-210.980000,39.900000,-13.930000
1.049,0.001248,34.951931,-2.034594,3.097370,-236.530000,-44.450000,-16.240000
1.051,0.001594,32.596590,-0.450004,4.117061,-264.180000,-119.630000,-27.580000
1.053,0.001589,29.379537,0.914370,5.270795,-281.820000,-169.960000,-41.930000
1.055,0.001590,25.138007,2.254809,6.252188,-293.860000,-228.480000,-51.660000
1.057,0.001636,20.360302,3.288861,7.358049,-307.440000,-265.510000,-52.780000
1.059,0.001588,15.707066,4.600576,8.291569,-314.860000,-297.920000,-45.780000
1.061,0.001589,10.833615,5.783034,9.349558,-319.900000,-331.100000,-31.220000
1.063,0.001588,6.553786,6.855385,9.981479,-325.290000,-349.510000,-6.230000
1.065,0.001589,2.910666,8.004332,11.235746,-328.090000,-361.760000,11.970000
1.067,0.001620,-0.311173,9.095832,11.757560,-327.950000,-362.880000,29.400000
1.069,0.001621,-2.987263,10.268716,12.624057,-326.340000,-353.570000,33.110000
1.071,0.001593,-4.916537,11.341066,13.796941,-316.330000,-339.500000,31.080000
1.073,0.001593,-6.505914,12.691079,14.653864,-296.730000,-319.340000,20.090000
1.075,0.001593,-8.387315,13.892687,14.189498,-280.000000,-288.190000,11.760000
1.077,0.001630,-9.890520,15.237912,14.572480,-263.480000,-261.590000,-1.050000
1.079,0.001591,-11.369790,16.176219,15.151741,-241.570000,-222.950000,-5.950000
1.081,0.001593,-12.667143,17.176761,14.826206,-203.770000,-191.870000,-8.190000
1.083,0.001591,-14.653864,18.081557,14.237371,-176.120000,-160.860000,-4.480000
1.085,0.001592,-13.959708,18.713478,6.175591,-147.420000,-124.110000,3.920000
1.087,0.001620,7.176133,0.086171,35.588640,309.610000,-211.470000,293.580000
1.089,0.001599,19.608699,6.319210,3.025561,366.380000,-366.450000,634.340000
1.091,0.001592,34.707780,-3.025561,-1.579802,221.060000,-446.740000,1082.970000
1.094,0.001691,50.386122,-10.196906,-0.153193,19.110000,-641.060000,1121.890000
1.095,0.001594,59.055886,-12.743739,4.275041,-99.890000,-714.840000,856.240000
1.097,0.001601,64.551684,-14.433649,6.510701,-121.450000,-618.520000,324.100000
1.099,0.001591,63.072414,-16.946971,9.459665,-124.110000,-628.950000,24.780000
1.101,0.001593,55.513299,-19.867212,10.713933,-109.060000,-686.980000,-81.550000
1.103,0.001593,47.968546,-21.892231,8.214972,-161.280000,-849.100000,136.920000
1.105,0.001587,44.397235,-25.798652,12.624057,-283.570000,-1069.810000,469.770000
1.107,0.001594,43.597759,-32.610951,17.689000,-408.170000,-1215.970000,898.380000
1.109,0.001588,46.786087,-37.283337,16.353348,-528.780000,-1373.750000,1033.690000
1.111,0.001593,54.081902,-41.950935,20.958712,-755.440000,-1380.330000,964.320000
1.113,0.001627,57.902152,-43.013711,25.233753,-943.530000,-1328.600000,569.590000
1.115,0.001591,57.921301,-44.531279,31.639134,-1131.480000,-1286.180000,131.040000
1.117,0.001592,50.204205,-40.821137,37.560999,-1340.780000,-1244.880000,-412.300000
1.119,0.001593,35.813642,-37.350359,48.581317,-1447.460000,-1223.040000,-669.130000
1.121,0.001590,22.117234,-28.785915,51.022830,-1575.910000,-1235.500000,-690.550000
1.123,0.001594,6.989429,-21.068819,60.128237,-1699.880000,-1336.650000,-533.470000
1.125,0.001588,-5.792609,-11.795858,64.092105,-1746.850000,-1387.470000,-315.840000
1.127,0.001594,-15.951217,-2.527684,61.478250,-1766.590000,-1411.340000,-70.910000
1.129,0.001591,-17.827831,6.008036,76.524671,-1802.500000,-1379.630000,23.240000
1.131,0.001587,-21.451802,17.325166,70.109716,-1628.200000,-1287.930000,-19.110000
1.133,0.001587,-61.660166,46.723853,75.691684,-1626.870000,-1159.130000,127.540000
1.135,0.001591,-156.735547,113.913328,109.111686,-1588.230000,-1184.610000,2180.780000
1.137,0.001590,-52.717527,72.690060,74.614546,-555.870000,-923.440000,2293.480000
1.139,0.001591,69.760244,84.524216,8.698488,-391.160000,-238.910000,1618.120000
1.141,0.001592,106.330276,71.182066,59.055886,-267.330000,131.670000,-258.650000
1.143,0.001590,93.036000,65.939995,19.091673,32.270000,505.470000,-1276.380000
1.145,0.001589,86.798174,30.461463,18.086344,-18.620000,625.870000,-2119.180000
1.147,0.001587,34.195541,22.294363,43.975954,343.000000,562.450000,-2008.440000
1.149,0.001591,-17.621978,29.786456,6.376657,593.250000,206.290000,-1160.670000
1.151,0.001591,-22.222554,-25.554501,-28.407720,419.930000,51.730000,-331.450000
1.153,0.001589,-45.077028,-65.595311,-20.298067,136.430000,64.540000,-204.400000
1.155,0.001591,-18.780499,-30.490186,-11.666601,-72.800000,-4.340000,295.820000
1.157,0.001594,12.643206,-17.004419,-5.242072,-147.700000,-162.120000,577.150000
1.159,0.001592,22.026275,-5.194199,-1.091500,-224.350000,-203.280000,615.580000
1.161,0.001591,14.491097,9.325621,9.153279,-262.290000,-188.300000,505.890000
1.163,0.001589,10.795316,16.511329,14.941101,-211.820000,-127.470000,358.260000
1.165,0.001591,11.140001,21.245949,16.219305,-100.170000,-57.400000,123.830000
1.167,0.002480,11.752772,19.699657,15.534724,9.170000,28.420000,-113.960000
1.170,0.001706,9.952755,11.929902,10.493718,122.080000,96.040000,-280.910000
1.172,0.002024,6.960705,1.507993,4.576640,155.190000,125.020000,-305.760000
1.174,0.001593,7.415497,-4.504830,1.273416,145.810000,116.200000,-256.550000
1.176,0.001592,7.042089,-8.770297,-1.890976,71.960000,76.230000,-168.070000
1.178,0.001592,7.008578,-8.583593,-1.388311,32.130000,41.020000,-44.590000
1.180,0.001590,7.204856,-5.170262,0.536175,-19.180000,3.290000,34.720000
1.182,0.001589,7.654861,-0.636708,3.513864,-56.140000,-10.640000,70.630000
1.184,0.001586,7.204856,3.853760,4.911749,-61.670000,-7.420000,56.560000
1.186,0.001590,7.032514,7.736244,6.400593,-49.140000,14.700000,17.500000
1.188,0.001592,7.554328,9.464453,7.051663,-16.170000,40.670000,-70.350000
1.190,0.001589,8.353804,10.259141,7.032514,9.660000,76.230000,-138.950000
1.192,0.001590,8.794233,9.459665,6.381444,45.010000,101.570000,-228.480000
1.194,0.001586,8.100078,8.095290,5.342604,67.480000,126.980000,-273.070000
1.196,0.001587,5.706438,7.683584,4.576640,79.870000,137.760000,-292.530000
1.198,0.001587,-1.215969,9.469240,6.189953,89.040000,135.380000,-227.430000
1.200,0.001587,-2.743111,10.101161,7.027727,102.410000,125.300000,-153.020000
1.202,0.001590,-2.834070,10.503292,5.093666,125.090000,123.270000,-78.610000
1.204,0.001588,-3.628758,10.125097,7.439433,142.240000,146.440000,-70.000000
1.206,0.001591,-7.137834,14.735248,4.739407,220.080000,160.720000,-19.670000
1.208,0.001591,-13.035763,16.927822,4.816004,284.760000,175.280000,32.060000
1.210,0.001587,-16.382072,16.501754,7.109111,336.140000,196.980000,92.050000
1.212,0.001588,-17.760809,14.323542,7.721883,349.230000,231.000000,120.610000
1.214,0.001587,-17.148037,12.236288,8.516571,351.400000,315.000000,63.980000
1.216,0.001587,-14.634715,13.375660,9.809137,354.620000,378.910000,-45.780000
1.218,0.001612,-11.001169,17.483147,8.430400,341.670000,469.280000,-164.290000
1.220,0.001785,-3.767589,22.576812,15.022485,240.660000,554.540000,-298.550000
1.222,0.001742,-14.395351,23.424161,26.622064,290.920000,631.960000,-412.650000
1.224,0.001753,-20.728922,30.006671,15.668767,446.250000,724.010000,-428.960000
1.226,0.001601,-20.384238,38.202494,28.862511,317.730000,760.550000,-356.650000
1.228,0.001594,-21.054457,35.220019,40.194003,545.580000,800.380000,-218.470000
1.230,0.001592,-20.767221,35.224806,37.249826,634.970000,811.720000,-21.000000
1.232,0.001592,-17.909214,33.841282,47.422796,779.870000,849.170000,69.650000
1.234,0.001589,-14.558118,29.542305,43.468502,957.390000,880.600000,144.620000
1.236,0.001730,-11.163937,22.136383,44.090849,1046.640000,919.240000,144.690000
1.238,0.001712,-7.812841,15.419829,49.998352,1172.570000,987.140000,129.220000
1.240,0.001595,-4.509618,7.444220,48.097802,1286.460000,1020.110000,108.920000
1.242,0.001919,-2.001083,0.952669,45.436074,1291.850000,1073.800000,101.360000
1.244,0.001697,1.335651,-6.922407,49.151004,1289.540000,1090.180000,72.170000
1.247,0.001682,5.074517,-11.905965,45.282882,1311.520000,1130.710000,61.670000
1.249,0.001721,8.554869,-16.698033,39.293994,1269.310000,1159.620000,15.960000
1.251,0.001597,11.403301,-20.125725,38.494518,1215.270000,1167.880000,-2.730000
1.253,0.001656,15.247487,-24.185339,32.697122,1112.860000,1177.050000,-45.570000
1.255,0.001603,18.258686,-26.286954,27.857182,1033.900000,1177.680000,-80.990000
1.257,0.001599,20.748072,-27.981652,25.075773,918.190000,1165.920000,-116.410000
1.259,0.001597,23.486396,-28.991768,21.729464,829.010000,1144.710000,-145.320000
1.261,0.001594,26.167272,-30.088055,18.876245,704.900000,1124.480000,-175.840000
1.263,0.001595,28.374209,-30.571570,16.334199,602.700000,1094.380000,-185.990000
1.265,0.001597,30.657741,-30.461463,13.581513,505.190000,1045.310000,-209.020000
1.267,0.001600,32.706697,-29.839116,10.737869,374.570000,994.210000,-211.470000
1.269,0.001594,34.353521,-29.121024,8.420826,275.030000,927.220000,-229.180000
1.271,0.001597,36.086517,-27.804522,5.883567,146.930000,867.720000,-228.340000
1.273,0.001595,37.149293,-26.057165,3.868122,52.570000,806.750000,-232.120000
1.275,0.001594,38.125898,-23.898102,2.254809,-32.830000,716.660000,-225.260000
1.277,0.001588,38.810479,-21.796486,1.278204,-147.420000,644.560000,-219.450000
1.279,0.001574,39.021119,-19.364548,1.163309,-224.910000,547.050000,-207.830000
1.281,0.001572,39.006757,-16.659734,1.503206,-320.110000,470.400000,-190.960000
1.283,0.001571,38.513668,-14.050667,2.972901,-381.850000,360.150000,-184.030000
1.285,0.001570,37.963130,-11.068191,4.006953,-452.200000,294.980000,-165.200000
1.287,0.001623,36.747161,-8.133589,5.141539,-501.900000,219.170000,-154.420000
1.289,0.001594,35.377999,-5.079304,7.075600,-542.290000,122.920000,-134.400000
1.291,0.001590,33.779048,-1.862252,8.712850,-581.490000,52.360000,-122.710000
1.293,0.001590,31.787539,2.288320,10.101161,-600.180000,-34.650000,-103.810000
1.295,0.001593,29.494432,4.140997,11.647452,-614.180000,-92.820000,-95.130000
1.297,0.001617,26.952386,7.037302,13.121934,-614.250000,-146.510000,-80.220000
1.299,0.001590,23.802356,9.407005,15.884195,-607.600000,-208.880000,-77.210000
1.301,0.001585,20.192747,11.896391,16.056537,-586.530000,-248.010000,-70.840000
1.304,0.001708,15.190039,14.462373,17.449636,-558.390000,-297.640000,-73.640000
1.306,0.001590,12.040009,16.147495,18.071982,-530.950000,-318.780000,-65.870000
1.308,0.001630,7.927736,17.966662,18.914543,-488.530000,-333.690000,-62.930000
1.310,0.001592,4.643662,19.340611,19.690083,-450.590000,-344.820000,-49.770000
1.312,0.001605,1.704272,20.503920,21.198076,-390.250000,-348.040000,-38.780000
1.314,0.001611,-1.086713,21.863508,20.403387,-336.210000,-343.420000,-25.130000
1.316,0.001591,-3.193116,22.730005,17.444848,-278.810000,-334.880000,-16.940000
1.318,0.001631,14.993761,13.318213,34.233839,62.020000,-389.410000,166.250000
1.320,0.001594,24.099168,10.383610,15.726215,223.860000,-524.860000,426.510000
1.322,0.001592,40.581773,3.126094,4.437809,203.420000,-631.120000,853.720000
1.324,0.001591,51.573367,-6.965492,8.909128,45.150000,-875.910000,1027.740000
1.326,0.001590,61.095267,-12.791612,12.863421,-46.760000,-940.380000,1006.390000
1.328,0.001617,66.777769,-17.583679,11.475110,-78.190000,-1019.060000,717.430000
1.330,0.001592,67.936290,-22.868837,15.726215,-151.830000,-1027.810000,440.580000
