time, aquisitionDuration, accX, accY, accZ, gyroX, gyroY, gyroZ
1.332,0.001590,62.000063,-25.655034,15.213976,-231.770000,-1065.820000,168.070000
1.334,0.001588,57.543106,-28.771553,18.833160,-316.890000,-1157.240000,115.850000
1.336,0.001591,52.085606,-31.892859,23.290117,-469.280000,-1256.640000,216.230000
1.338,0.001619,47.868013,-36.919503,32.993934,-564.130000,-1396.430000,322.840000
1.340,0.001592,44.785004,-39.490273,28.130057,-702.310000,-1453.900000,341.460000
1.342,0.001591,43.506801,-40.189216,31.112533,-898.450000,-1491.560000,218.190000
1.344,0.001589,42.549345,-41.256779,43.430204,-1075.830000,-1481.900000,38.080000
1.346,0.001592,35.904600,-38.843990,49.280260,-1222.480000,-1458.870000,-269.290000
1.348,0.001622,24.553959,-33.769473,52.080819,-1327.060000,-1419.460000,-462.350000
1.350,0.001591,21.571484,-25.841737,58.294709,-1475.250000,-1412.320000,-560.840000
1.352,0.001590,13.629386,-20.345940,65.375096,-1535.590000,-1423.800000,-544.670000
1.354,0.001590,1.996296,-13.878325,70.645891,-1564.430000,-1454.320000,-492.590000
1.356,0.001587,-8.411251,-6.596872,70.803871,-1560.860000,-1452.290000,-390.040000
1.358,0.001627,-15.659193,1.771294,73.379428,-1559.600000,-1414.490000,-330.470000
1.360,0.001591,-24.324170,10.019777,69.233643,-1483.650000,-1374.660000,-308.910000
1.362,0.001594,-32.567866,19.718806,67.357030,-1462.650000,-1265.740000,-322.700000
1.364,0.001591,-42.362641,29.422623,65.571374,-1430.030000,-1179.570000,-373.590000
1.366,0.001592,-129.170389,63.541567,80.905032,-1312.570000,-1036.630000,-54.600000
1.368,0.001623,-156.735547,131.233707,53.483492,-1047.130000,-985.530000,1597.330000
1.370,0.001590,-156.735547,65.135732,63.589440,-672.350000,-667.030000,1831.130000
1.372,0.001589,-6.381444,81.364611,30.265184,-274.050000,146.930000,751.660000
1.374,0.001586,53.890411,63.292629,43.133393,34.510000,554.750000,-467.460000
1.376,0.001589,66.002229,50.299951,31.950307,285.810000,855.120000,-1562.190000
1.378,0.002703,55.728726,42.472748,35.717896,416.780000,801.640000,-1316.490000
1.381,0.001703,23.156073,33.874793,16.056537,802.900000,305.060000,-421.260000
1.383,0.001707,20.207109,16.449094,0.694156,853.930000,-203.070000,824.670000
1.385,0.001592,23.213521,-21.581058,-8.698488,769.510000,-389.480000,1244.040000
1.387,0.001608,25.176306,-76.735311,-33.352980,555.030000,-327.390000,481.110000
1.389,0.001594,4.356425,-70.521422,-24.822047,244.510000,163.940000,-709.030000
1.391,0.001591,-34.511502,-12.877783,-2.666515,55.720000,155.820000,-195.860000
1.393,0.001597,-5.873993,-22.629473,-7.592626,-27.440000,-31.570000,221.270000
1.395,0.001595,12.753314,-14.845355,-8.023481,-146.230000,-62.720000,359.380000
1.397,0.001594,16.980482,-2.422364,1.953210,-214.900000,-103.670000,382.130000
1.399,0.001592,16.425158,8.042630,7.568690,-206.780000,-103.600000,304.850000
1.401,0.001590,15.371956,13.112360,12.150117,-143.920000,-63.560000,85.190000
1.403,0.001588,12.643206,16.027813,12.197989,-81.900000,14.630000,-104.440000
1.405,0.001590,8.813382,16.525691,11.724049,16.380000,79.660000,-255.640000
1.407,0.001589,4.945260,14.318754,9.186790,71.120000,97.300000,-278.460000
1.409,0.001591,5.021857,8.339442,5.036219,99.330000,106.400000,-243.740000
1.411,0.001593,8.018694,-0.124469,2.795772,101.010000,89.530000,-216.230000
1.413,0.001592,7.946885,-2.451087,0.957456,76.370000,85.190000,-194.040000
1.415,0.001590,6.783576,-2.719175,0.631921,36.470000,73.850000,-148.330000
1.417,0.001588,6.031973,-1.287778,1.900550,10.290000,58.660000,-116.900000
1.419,0.001587,5.730374,1.388311,2.527684,-14.840000,65.800000,-100.870000
1.421,0.001589,5.481436,4.456958,5.069730,-19.740000,66.570000,-116.060000
1.423,0.001934,3.743653,8.191036,6.716554,-1.680000,88.480000,-142.520000
1.425,0.001702,2.297894,11.623516,7.425071,18.270000,118.580000,-155.400000
1.427,0.001782,-0.612772,15.649618,9.091045,66.990000,123.130000,-143.920000
1.429,0.001966,-1.651612,17.004419,9.780413,115.430000,146.300000,-124.390000
1.431,0.001600,-2.235660,17.502296,10.780955,146.440000,160.230000,-107.450000
1.433,0.001598,-4.911749,20.034767,3.461203,255.500000,195.230000,-94.220000
1.435,0.001598,-10.359674,14.696950,8.167100,303.730000,205.800000,-76.790000
1.437,0.001606,-14.706524,12.403842,5.773460,334.320000,238.840000,-70.070000
1.439,0.001591,-16.635798,11.259683,6.955918,332.640000,296.800000,-73.920000
1.441,0.001600,-17.444848,12.743739,6.553786,327.040000,355.460000,-92.960000
1.443,0.001599,-14.797482,16.559202,6.984642,303.730000,414.330000,-148.470000
1.445,0.001591,-11.068191,20.029980,18.215600,238.350000,492.730000,-208.950000
1.447,0.001598,-15.472489,26.799193,19.364548,308.070000,534.660000,-296.170000
1.449,0.001594,-18.244324,28.589636,25.238540,334.880000,636.300000,-321.720000
1.451,0.001598,-19.694870,35.406723,32.175309,397.250000,693.420000,-283.010000
1.453,0.001595,-23.017242,34.396607,37.589723,543.900000,727.090000,-158.550000
1.455,0.001597,-19.254440,34.640758,37.096633,685.650000,744.450000,-31.920000
1.457,0.001592,-14.026730,35.684385,41.232843,750.190000,741.650000,101.080000
1.459,0.001575,-9.928819,27.105579,45.991399,923.650000,785.260000,143.220000
1.462,0.001643,-3.753228,17.947513,44.406809,1130.640000,839.160000,176.190000
1.464,0.001575,-0.828199,10.613400,42.898816,1206.730000,881.930000,175.350000
1.466,0.001568,2.403215,3.331947,44.483406,1248.450000,885.010000,156.310000
1.468,0.001597,6.381444,-3.379820,45.211072,1291.430000,915.810000,128.100000
1.470,0.001590,9.028810,-9.153279,42.444024,1323.070000,938.210000,91.840000
1.472,0.001587,9.474027,-14.663439,37.158867,1299.340000,952.980000,65.590000
1.474,0.001593,12.063946,-17.904427,34.243414,1241.660000,979.930000,43.680000
1.476,0.001590,14.400138,-21.274672,30.657741,1201.410000,973.280000,12.810000
1.478,0.001593,17.109739,-23.993847,26.516744,1138.760000,977.830000,-8.050000
1.480,0.001592,19.814552,-26.239082,22.485854,1045.030000,960.890000,-36.610000
1.482,0.001593,23.223095,-28.039099,18.488475,962.360000,944.020000,-58.240000
1.484,0.001589,24.539597,-29.456134,15.453340,851.130000,931.560000,-87.290000
1.486,0.001591,26.789619,-30.667316,12.518737,764.190000,895.440000,-109.830000
1.488,0.001591,28.627934,-31.217853,9.464453,628.530000,872.060000,-128.940000
1.490,0.001587,30.739125,-31.667857,6.218677,531.440000,831.320000,-156.100000
1.492,0.001590,32.424247,-31.591261,5.835694,433.230000,779.380000,-169.820000
1.494,0.001589,33.927453,-30.724763,3.714929,310.310000,728.280000,-179.970000
1.496,0.001591,35.138635,-29.748158,1.551079,222.950000,654.710000,-177.520000
1.498,0.001597,36.206199,-28.201866,-0.454792,99.750000,594.650000,-167.720000
1.500,0.001592,36.957802,-26.301316,-1.804805,11.690000,528.430000,-147.980000
1.502,0.001592,37.781214,-23.304479,-2.599493,-70.840000,436.660000,-131.600000
1.504,0.001589,38.245580,-22.548089,-2.556408,-174.930000,366.170000,-111.790000
1.506,0.001592,38.350900,-20.144874,-2.230872,-245.560000,272.930000,-101.990000
1.508,0.001590,38.255154,-17.976236,-1.369162,-333.340000,203.280000,-95.690000
1.510,0.001585,37.685468,-15.295360,0.081384,-394.520000,118.370000,-90.510000
1.513,0.001777,36.335455,-11.834156,2.475024,-479.780000,27.370000,-89.110000
1.514,0.001600,34.789164,-9.517113,4.241530,-522.620000,-33.530000,-87.080000
1.517,0.001654,32.673186,-6.381444,6.592085,-559.300000,-111.370000,-82.110000
1.518,0.001606,29.810393,-2.460662,8.420826,-594.650000,-165.200000,-76.790000
1.520,0.001592,26.693873,-0.866498,9.957542,-612.360000,-214.480000,-67.550000
1.522,0.001590,23.175222,1.780868,11.714474,-625.240000,-270.130000,-59.990000
1.524,0.001589,19.196993,4.140997,13.370873,-632.380000,-304.500000,-50.260000
1.526,0.001588,26.468871,0.268088,32.596590,-551.950000,-373.520000,38.360000
1.528,0.001593,25.305562,4.409085,7.310177,-337.260000,-410.340000,268.030000
1.530,0.001591,29.408261,-0.574474,8.143163,-399.700000,-557.340000,474.600000
1.532,0.001590,37.422168,-5.428776,14.596417,-464.660000,-669.620000,626.360000
1.534,0.001591,44.550428,-9.000086,13.887899,-458.640000,-774.970000,706.160000
1.536,0.001591,48.949938,-9.924031,10.857551,-536.900000,-840.140000,620.060000
1.538,0.001593,49.754201,-12.154904,18.081557,-630.840000,-834.470000,392.980000
1.540,0.001591,45.886079,-13.011827,19.503379,-653.660000,-855.750000,180.110000
1.542,0.001588,42.803070,-11.034680,18.713478,-735.490000,-843.360000,27.930000
1.544,0.001595,38.767393,-11.068191,27.842820,-787.920000,-908.390000,-28.560000
1.546,0.001593,30.150289,-10.608612,28.441230,-787.290000,-966.280000,-14.490000
1.548,0.001594,25.219391,-9.746902,29.025279,-819.490000,-1012.200000,44.660000
1.550,0.001627,21.217225,-9.134130,28.747616,-851.130000,-1050.070000,52.150000
1.552,0.001595,20.360302,-8.181462,35.105124,-958.300000,-1045.590000,22.540000
1.554,0.001594,15.448553,-6.084633,34.477991,-973.000000,-1022.840000,-62.020000
1.556,0.001592,13.102785,-1.627675,33.410427,-1036.840000,-998.760000,-149.310000
1.558,0.001591,11.652240,1.594164,38.437071,-1070.790000,-982.030000,-267.120000
1.560,0.001593,6.491552,5.208561,39.720062,-1057.770000,-939.960000,-329.420000
1.562,0.001591,0.876072,8.583593,44.933410,-985.880000,-908.180000,-381.570000
1.564,0.001589,-4.911749,13.854388,40.160492,-936.880000,-873.460000,-357.140000
1.566,0.001589,-10.153821,18.598583,38.499306,-880.740000,-863.800000,-316.470000
1.568,0.001595,-14.275669,21.073607,39.064205,-806.120000,-834.680000,-242.410000
1.570,0.001594,-17.621978,23.515119,37.106207,-737.800000,-794.150000,-192.290000
1.572,0.001592,-21.049670,27.948141,31.773177,-635.250000,-741.510000,-155.050000
1.574,0.001590,-22.174681,29.614114,31.888072,-572.040000,-665.280000,-132.510000
1.576,0.001590,-23.821505,31.093384,28.632722,-455.070000,-603.330000,-127.190000
1.578,0.001593,-24.668854,31.744454,26.176847,-375.690000,-511.980000,-125.370000
1.580,0.001584,-25.085347,32.122649,23.816718,-292.460000,-433.020000,-127.120000
1.582,0.001586,-24.415128,31.414131,22.720431,-179.900000,-359.870000,-117.390000
1.584,0.001586,-25.631097,30.317844,19.019863,-89.740000,-277.200000,-92.680000
1.586,0.002463,-25.018325,28.163568,17.631552,2.520000,-207.760000,-26.390000
1.589,0.001700,-22.725218,24.233211,15.410254,107.520000,-143.360000,28.140000
1.591,0.001772,-18.818798,20.508708,12.446928,193.900000,-75.880000,86.520000
1.593,0.001609,-14.634715,16.654947,11.451174,247.380000,-56.210000,114.310000
1.595,0.001607,-9.172428,11.479897,9.880946,305.270000,-3.780000,127.260000
1.597,0.001599,-4.547916,6.692617,8.056992,337.120000,25.130000,109.690000
1.599,0.001598,-0.292024,2.513322,5.720800,345.870000,66.360000,87.640000
1.601,0.001603,2.685664,-1.871826,3.724504,339.290000,85.890000,53.830000
1.603,0.001599,5.409626,-4.926111,1.531930,319.690000,100.520000,41.580000
1.605,0.001598,7.669223,-7.180920,0.157980,269.500000,100.940000,41.160000
1.607,0.001810,9.670306,-8.846893,-1.153734,228.620000,90.930000,49.560000
1.609,0.001698,11.403301,-9.397431,-2.216511,177.100000,81.270000,56.140000
1.611,0.001732,12.724590,-9.426154,-2.053743,107.730000,70.210000,43.540000
1.613,0.001637,13.054913,-8.731999,-1.637250,66.080000,64.610000,15.820000
1.615,0.001606,12.513950,-6.975067,-1.096287,13.860000,66.430000,-43.400000
1.617,0.001617,10.728294,-4.667598,-0.071809,-18.900000,74.970000,-89.250000
1.619,0.001602,8.502209,-1.761719,1.096287,-43.190000,83.790000,-127.680000
1.621,0.001600,5.519734,1.302140,2.230872,-62.370000,91.140000,-153.300000
1.623,0.001595,2.565982,4.681960,3.619184,-65.310000,100.870000,-154.280000
1.625,0.001602,0.277662,7.851139,5.179837,-57.470000,108.640000,-134.610000
1.627,0.001603,-1.388311,10.661273,6.295273,-44.800000,121.170000,-114.660000
1.629,0.001599,-2.010658,13.150658,7.922948,-10.920000,131.530000,-97.300000
1.631,0.001600,-1.800017,15.199614,9.167641,24.010000,146.020000,-79.240000
1.633,0.001603,-1.613313,16.640585,9.919244,69.860000,168.560000,-73.850000
1.635,0.001596,-1.254267,17.363465,10.895849,133.280000,188.790000,-72.800000
1.637,0.001605,-0.885647,18.110280,8.171887,184.030000,210.420000,-74.550000
1.639,0.001599,-2.254809,19.421995,3.963868,272.790000,223.230000,-75.880000
1.641,0.001598,-5.830907,14.088965,10.359674,312.060000,260.050000,-71.750000
1.643,0.001600,-9.201152,12.968742,6.060696,358.330000,280.350000,-73.920000
1.645,0.001601,-11.652240,12.346395,6.668681,342.370000,311.220000,-93.240000
1.647,0.001602,-12.877783,13.007040,10.412334,324.450000,371.140000,-107.380000
1.649,0.001602,-12.470864,14.443224,10.900637,339.290000,410.130000,-127.820000
1.651,0.001603,-10.824040,17.894853,12.652781,336.070000,466.620000,-141.050000
1.653,0.001731,-7.836777,19.953383,18.718265,314.720000,520.100000,-178.010000
1.655,0.001781,-15.223550,19.651784,27.517285,413.280000,581.700000,-190.260000
1.657,0.001832,-15.319296,19.067736,22.658196,548.100000,624.330000,-149.030000
1.659,0.001776,-15.204401,21.537973,23.759271,528.990000,650.160000,-66.010000
1.661,0.001778,-11.360215,19.206567,29.992309,591.220000,678.930000,3.850000
1.663,0.001777,-9.162854,18.086344,30.988063,697.060000,714.770000,64.540000
1.665,0.001972,-4.045252,15.592171,28.656658,735.000000,740.530000,74.550000
1.667,0.001805,-0.885647,12.700654,31.409344,767.060000,768.040000,58.730000
1.669,0.001761,1.790443,8.023481,32.089138,857.640000,806.050000,36.120000
1.671,0.001748,2.010658,3.351096,30.921042,921.340000,829.290000,23.800000
1.673,0.001788,4.887813,-1.192033,29.111450,925.890000,852.250000,32.130000
1.676,0.001752,5.783034,-5.242072,28.872086,911.470000,855.680000,52.500000
1.678,0.001790,9.536262,-9.105407,27.512498,905.870000,857.850000,63.560000
1.680,0.001749,10.982020,-12.269799,24.295446,880.670000,858.690000,63.630000
1.682,0.001751,13.739494,-14.878866,21.954466,842.030000,855.050000,48.790000
1.684,0.001748,16.262390,-17.306017,19.354973,777.000000,850.710000,10.920000
1.686,0.001749,18.569859,-19.106034,16.367710,724.990000,827.330000,-26.600000
1.688,0.001786,20.542218,-20.412962,13.873537,643.930000,833.350000,-66.360000
1.690,0.001754,21.762975,-21.336907,11.096915,567.560000,817.950000,-106.050000
1.692,0.001751,22.931071,-21.925742,9.014448,496.440000,790.440000,-129.150000
1.694,0.001750,23.864591,-22.093297,7.463370,396.270000,762.090000,-138.810000
1.696,0.001751,24.893856,-21.925742,5.658565,320.040000,715.680000,-140.560000
1.698,0.001775,25.765141,-21.748613,4.983558,221.340000,676.830000,-136.500000
1.700,0.001749,27.163027,-21.107118,4.399510,148.120000,634.060000,-128.660000
1.702,0.001748,28.101334,-20.235833,3.987804,79.940000,572.600000,-123.830000
1.704,0.001752,29.054002,-19.139545,3.317585,-6.580000,521.780000,-118.860000
1.706,0.001753,29.886989,-17.641127,3.312798,-71.610000,455.280000,-115.780000
1.708,0.001778,30.322632,-15.778875,3.150030,-147.420000,403.690000,-112.140000
1.710,0.001764,30.600294,-13.490555,2.628217,-196.700000,332.500000,-108.780000
1.712,0.001752,30.705614,-11.484685,3.011199,-242.620000,277.200000,-100.660000
1.714,0.001791,30.542846,-9.038385,3.614396,-299.810000,222.390000,-89.810000
1.716,0.001755,30.332206,-6.802725,4.514405,-333.900000,148.750000,-76.790000
1.718,0.001794,29.997096,-4.385148,5.146326,-373.030000,92.400000,-63.350000
1.720,0.001749,29.293366,-2.254809,6.860172,-396.270000,22.960000,-52.990000
1.722,0.001748,28.479529,1.129798,7.784117,-416.640000,-27.090000,-47.670000
1.724,0.001782,27.445476,1.934061,9.344771,-433.650000,-73.010000,-45.290000
1.726,0.001764,24.544385,4.121848,10.488930,-438.200000,-128.730000,-47.670000
1.728,0.001813,23.558205,6.041547,11.546919,-433.160000,-166.460000,-52.500000
1.730,0.001778,20.762433,7.946885,12.332033,-422.170000,-210.280000,-55.230000
1.732,0.001781,17.890065,9.622433,12.853847,-401.800000,-238.490000,-53.340000
1.734,0.001781,14.558118,12.221926,13.165020,-385.700000,-261.800000,-47.460000
1.736,0.001779,11.704900,12.533099,13.375660,-366.240000,-287.700000,-38.570000
1.738,0.001781,9.047959,13.677259,13.887899,-337.470000,-302.120000,-21.980000
1.740,0.001782,6.711767,14.644290,14.184711,-313.180000,-315.000000,-11.690000
1.742,0.001775,4.533554,15.568235,14.232583,-277.270000,-318.780000,-1.400000
1.744,0.001778,2.422364,16.123559,14.510246,-249.970000,-314.020000,-0.140000
1.746,0.001779,0.220215,16.520903,15.467702,-197.470000,-305.060000,-1.890000
1.748,0.001786,-1.603739,17.066653,14.955463,-163.170000,-290.990000,-8.540000
1.750,0.001776,-3.552162,17.186335,14.366627,-135.520000,-269.150000,-13.860000
1.752,0.001874,-5.294732,17.262932,14.893228,-97.160000,-249.340000,-18.830000
1.753,0.001666,-6.946343,17.176761,14.644290,-61.810000,-227.920000,-19.740000
1.756,0.001458,-8.262845,17.081015,14.055454,-28.070000,-195.860000,-16.380000
1.758,0.001481,2.992050,8.641040,38.212069,196.420000,-120.610000,92.330000
1.760,0.001458,8.176674,6.730916,6.702192,445.270000,-189.630000,316.260000
1.762,0.001456,17.832618,-5.232497,7.089962,432.950000,-374.290000,593.040000
1.764,0.001456,26.794406,-13.404384,-0.067022,376.670000,-482.440000,907.480000
1.766,0.001456,38.618988,-17.377826,-5.342604,180.530000,-625.100000,973.070000
1.768,0.001487,49.988778,-21.935317,0.684581,-5.040000,-614.600000,792.470000
1.770,0.001459,55.992027,-26.009292,5.706438,-60.480000,-639.660000,518.770000
1.772,0.001457,57.059590,-26.966748,2.992050,-135.870000,-630.280000,215.530000
1.774,0.001455,52.210076,-29.192833,6.209102,-227.010000,-665.980000,-63.560000
1.776,0.001458,46.814811,-30.198162,7.937310,-290.360000,-722.890000,-146.230000
1.778,0.001479,40.701455,-30.686465,9.153279,-433.720000,-793.310000,-75.530000
1.780,0.001457,34.860973,-32.352438,16.439520,-558.320000,-919.940000,13.160000
1.782,0.001456,29.752945,-30.389653,16.066112,-677.530000,-974.120000,108.010000
1.784,0.001457,31.744454,-27.986439,21.016159,-808.220000,-1028.440000,135.450000
1.786,0.001457,33.391278,-26.349189,26.392275,-944.440000,-1062.670000,103.670000
1.788,0.001478,31.921583,-21.987977,29.700285,-1033.340000,-1068.550000,-59.780000
1.790,0.001457,28.311974,-17.981024,34.458841,-1090.390000,-1041.110000,-224.350000
1.792,0.001457,20.882115,-13.097998,38.049301,-1159.900000,-1025.220000,-407.050000
1.794,0.001456,11.834156,-7.142622,41.237630,-1189.580000,-1006.600000,-476.000000
1.796,0.001457,2.168638,-2.321831,42.295619,-1193.500000,-995.050000,-480.760000
1.798,0.001467,-6.601659,3.552162,45.536607,-1180.060000,-1002.260000,-397.530000
1.800,0.001504,-13.476193,9.852222,43.813187,-1113.700000,-995.820000,-289.800000
1.802,0.001552,-19.445931,15.520362,41.247204,-1055.040000,-960.890000,-165.200000
1.804,0.001540,-23.323628,21.576271,37.924832,-986.090000,-922.530000,-123.340000
1.806,0.001438,-25.655034,25.875248,37.345571,-942.480000,-842.660000,-127.400000
1.808,0.001531,-29.092301,30.025820,36.038644,-847.980000,-728.910000,-184.030000
1.810,0.001455,-33.357767,35.756194,32.687548,-716.310000,-633.080000,-227.220000
1.812,0.001455,-37.661532,39.380165,31.801901,-654.780000,-543.970000,-245.560000
1.814,0.001456,-41.151459,42.965838,29.853478,-511.210000,-428.190000,-204.050000
1.816,0.001457,-43.679143,46.005761,25.401308,-349.160000,-345.660000,-103.180000
1.818,0.001468,-55.963303,45.852568,24.151828,-204.820000,-234.290000,25.270000
1.820,0.001439,-69.583115,44.746706,20.412962,-13.510000,-151.060000,217.770000
1.822,0.001531,-37.091845,27.478987,13.969283,83.720000,69.090000,54.040000
1.824,0.001555,-17.258144,29.341239,15.146954,209.020000,159.320000,-30.450000
1.826,0.001528,-4.327701,28.149206,17.210272,287.840000,182.700000,62.510000
1.828,0.001522,2.920241,23.697036,19.259227,394.450000,128.730000,219.590000
1.830,0.001457,11.312343,19.522528,13.543215,525.000000,79.100000,382.760000
1.832,0.001457,19.589550,11.953838,9.325621,558.180000,27.720000,468.300000
1.834,0.001453,26.181634,1.541504,9.000086,580.020000,13.090000,397.740000
1.836,0.001455,28.982193,-5.567607,4.480894,602.630000,8.540000,203.840000
1.838,0.001498,26.306104,-11.518196,0.172342,573.230000,36.540000,27.580000
1.840,0.001461,20.073065,-16.338987,-3.738866,490.490000,59.990000,-146.160000
1.842,0.001455,11.178299,-19.560826,-3.695780,398.860000,63.980000,-197.330000
1.844,0.001456,5.385690,-20.628390,-5.735161,283.080000,62.370000,-177.240000
1.846,0.001455,0.349471,-19.848063,-7.578264,177.660000,42.910000,-94.570000
1.848,0.001479,-1.507993,-18.004960,-5.428776,71.050000,39.200000,-35.000000
1.850,0.001457,-1.182458,-13.672472,-3.188328,-31.780000,43.470000,-10.430000
1.852,0.001452,0.904796,-9.895308,-1.268629,-92.330000,77.630000,-45.220000
1.854,0.001477,2.130340,-4.586214,1.053202,-145.600000,115.570000,-108.080000
1.856,0.001611,2.211723,1.105862,3.566524,-164.780000,161.980000,-202.090000
1.858,0.001617,1.005329,7.066025,6.333571,-168.910000,196.980000,-256.690000
1.860,0.001579,-1.105862,11.025106,8.200611,-152.040000,219.030000,-259.980000
1.862,0.001580,-3.073434,15.486851,10.024564,-127.960000,242.690000,-230.930000
1.864,0.001585,-4.696322,20.618815,4.303765,-61.600000,249.130000,-161.560000
1.866,0.001581,-9.143705,21.198076,8.056992,24.430000,261.660000,-111.510000
1.868,0.001617,-12.810761,19.129971,11.034680,100.380000,285.530000,-61.180000
1.870,0.001605,-17.143250,19.326249,10.819253,139.790000,343.140000,-62.090000
1.872,0.001602,-19.551252,19.828914,10.680422,170.800000,402.080000,-85.540000
1.874,0.001600,-18.268260,21.877870,11.834156,152.810000,462.420000,-131.740000
1.876,0.001600,-16.008664,25.214604,17.732085,162.960000,542.150000,-171.220000
1.878,0.001634,-12.375119,29.647625,24.060869,186.760000,620.760000,-238.420000
1.880,0.001602,-20.848604,30.504548,30.083268,329.350000,701.750000,-253.890000
1.882,0.001645,-21.341694,33.252447,26.181634,413.350000,768.670000,-220.360000
1.884,0.001602,-24.410341,31.318386,34.860973,570.150000,818.160000,-88.970000
1.886,0.001598,-22.844900,28.570487,34.918420,670.880000,833.420000,52.780000
1.888,0.001605,-18.311346,24.664067,38.259942,690.690000,847.560000,195.160000
1.890,0.001594,-12.226713,22.753942,39.413676,761.670000,876.820000,246.540000
1.892,0.001594,-6.841023,14.845355,43.257862,950.040000,931.910000,241.640000
1.894,0.001596,-2.393640,9.349558,37.867385,1025.080000,973.770000,214.830000
1.896,0.001596,1.627675,3.671844,39.490273,1008.840000,1002.960000,162.610000
1.898,0.001600,4.279828,-2.015445,41.807316,1040.200000,1032.220000,107.660000
1.900,0.001597,5.840482,-7.118685,37.369508,1075.690000,1063.090000,69.230000
1.902,0.001595,8.377740,-9.564985,34.257776,1045.520000,1084.020000,52.850000
1.904,0.001595,10.522441,-13.241616,33.645004,1010.590000,1087.800000,41.300000
1.906,0.001595,13.504917,-16.238454,31.950307,973.070000,1089.410000,38.080000
1.908,0.001600,16.621436,-18.976778,28.450805,931.770000,1076.250000,33.320000
1.910,0.001596,19.699657,-21.092756,25.118858,851.410000,1060.290000,19.390000
1.912,0.001597,22.849687,-22.686920,22.706069,780.640000,1045.800000,-10.570000
1.914,0.001626,25.918334,-23.673100,19.450719,714.560000,1017.170000,-44.940000
1.916,0.001601,28.785915,-24.415128,15.984728,616.210000,997.080000,-90.580000
1.918,0.001607,31.093384,-24.530023,13.428320,534.520000,953.120000,-123.830000
1.920,0.001595,33.147127,-24.558746,11.484685,427.840000,910.560000,-145.040000
1.922,0.001597,34.568949,-24.295446,9.440516,348.880000,862.680000,-165.550000
1.924,0.001598,36.019495,-23.610865,7.602201,274.190000,788.480000,-163.100000
1.926,0.001595,37.355146,-22.595962,5.974525,171.710000,727.090000,-155.750000
1.928,0.001605,38.523242,-21.518824,4.624512,98.280000,635.110000,-139.510000
1.930,0.001597,39.782297,-19.996469,3.446842,3.220000,565.530000,-124.600000
1.932,0.001631,40.634433,-18.464539,2.532471,-60.340000,469.840000,-110.040000
1.934,0.001605,41.247204,-16.353348,1.905337,-138.390000,389.900000,-103.040000
1.936,0.001598,41.620612,-14.337904,1.790443,-194.110000,315.840000,-99.120000
1.938,0.001599,41.309439,-12.336821,2.288320,-244.020000,215.670000,-97.580000
1.940,0.001599,40.739753,-9.895308,2.987263,-301.070000,144.970000,-95.620000
1.942,0.001594,39.471124,-7.875076,3.810675,-337.260000,47.460000,-91.630000
1.944,0.001599,36.881205,-5.510159,5.050580,-378.280000,-21.700000,-87.780000
1.946,0.001597,35.804067,-3.317585,6.376657,-399.630000,-89.460000,-77.420000
1.948,0.001598,32.941274,-1.464908,7.611775,-412.790000,-170.870000,-72.870000
1.950,0.001594,28.292825,0.335110,8.813382,-423.640000,-224.490000,-64.820000
1.952,0.001595,25.602373,2.015445,10.938935,-429.170000,-286.160000,-63.350000
1.954,0.001634,23.323628,4.222381,17.162399,-392.070000,-305.550000,0.210000
1.956,0.001595,26.401849,-0.416493,8.799021,-179.060000,-388.640000,132.300000
1.958,0.001596,28.551338,-1.924487,2.977688,-229.670000,-536.410000,300.720000
1.960,0.001597,34.530651,-6.391019,8.669764,-313.740000,-594.160000,498.680000
1.962,0.001597,41.687634,-9.880946,11.824582,-318.850000,-724.360000,586.810000
1.964,0.001593,47.221730,-11.762347,9.617646,-387.030000,-811.790000,552.580000
1.966,0.001597,49.864308,-13.093211,12.571397,-456.890000,-851.270000,429.520000
1.968,0.001604,48.533445,-14.390564,16.894311,-521.290000,-902.580000,263.200000
1.970,0.001606,43.592972,-13.773005,16.841651,-550.620000,-892.570000,50.540000
1.972,0.001604,37.091845,-13.346937,19.666146,-616.420000,-943.530000,-28.560000
1.974,0.001595,30.978489,-12.288948,25.860887,-671.090000,-982.030000,-31.360000
1.976,0.001598,25.157156,-12.130968,27.201325,-686.490000,-1049.300000,28.910000
1.978,0.001605,22.423620,-10.752231,29.130599,-745.640000,-1112.790000,101.570000
1.980,0.001595,20.326791,-10.163395,32.539142,-784.210000,-1132.460000,149.730000
1.982,0.001596,19.670934,-9.713391,33.238085,-807.100000,-1146.530000,130.340000
1.984,0.001596,19.623061,-7.271878,32.366800,-862.960000,-1128.610000,7.910000
1.986,0.001596,16.401221,-6.429317,36.143964,-920.150000,-1081.430000,-122.780000
1.988,0.001600,12.753314,-3.777164,37.843448,-949.480000,-1055.250000,-321.020000
1.990,0.001594,7.123473,0.186704,37.943981,-939.960000,-990.710000,-414.540000
1.992,0.001601,-0.617559,3.638333,40.385494,-898.870000,-985.110000,-446.460000
1.994,0.001600,-4.653236,7.511242,40.284961,-871.080000,-966.000000,-379.260000
1.996,0.001596,-10.287865,10.565527,38.298240,-834.400000,-963.970000,-289.940000
1.998,0.001599,-12.987891,12.782038,38.044514,-795.410000,-958.650000,-171.080000
2.000,0.001597,-15.754938,16.597500,34.827462,-724.920000,-920.500000,-118.650000
